audio_file,transcription
audio/281474976884044_f1919_chunk_4.wav,Friends which was a sitcom that aired between 1994 and 2004
audio/281474976884044_f1919_chunk_5.wav,and told the
audio/281474976884044_f1919_chunk_6.wav,story or rather the shenanigans of a couple of or a group of friends
audio/281474976884044_f1919_chunk_7.wav,who live in an apartment in New York City It's a very well known and very
audio/281474976884044_f1919_chunk_8.wav,renowned and also very much loved sitcom
audio/281474976884044_f1919_chunk_9.wav,which has also found a sense of
audio/281474976884045_f1565_chunk_0.wav,Delhi Bus Rapid Transit System runs between Ambedkar Nagar and Delhi Gate.
audio/281474976884048_f2788_chunk_0.wav,"Consider saying, ""I know what I'm looking for and where it is, thanks!"""
audio/281474976884050_f1567_chunk_0.wav,what is a cell tower
audio/281474976884053_f2710_chunk_0.wav,i need to hear sound on my speakers
audio/281474976884057_f1569_chunk_0.wav,What are the items with offer from Pooja items ?
audio/281474976884057_f2997_chunk_0.wav,What are the items with offer from Pooja items?
audio/281474976884059_f1570_chunk_0.wav,Is there any offer on HAZEL Stainless Steel Coffee Mug ?
audio/281474976884062_f1572_chunk_0.wav,Transfer Rs. 10000 amount to Zooni and autopay a fourth of it every month for the whole year.
audio/281474976884062_f2789_chunk_0.wav,Transfer Rs. 10000 amount to Zooni
audio/281474976884062_f2789_chunk_1.wav,and autopay a fourth of it every month for the whole year.
audio/281474976884064_f1571_chunk_0.wav,Is my last reward from Nykaa expired?
audio/281474976884066_f1573_chunk_0.wav,List all the Paid vaccination centres which provide COVISHIELD Second Dose for the age group 18+ years
audio/281474976884067_f1574_chunk_0.wav,Can you fetch the list of all Govt-Aided institutes which are approved by AICTE in the academic year 2020 - 2021
audio/281474976884067_f2790_chunk_0.wav,Can you fetch the list of all Govt-Aided institutes which are approved by AICTE in the academic year 2020 - 2021
audio/281474976884070_f1575_chunk_0.wav,Five
audio/281474976884078_f2103_chunk_0.wav,Vishal
audio/281474976884078_f2103_chunk_1.wav,Shilpa
audio/281474976884078_f2103_chunk_2.wav,Rajesh
audio/281474976884078_f2103_chunk_3.wav,Manisha and Viraj
audio/281474976884078_f3113_chunk_0.wav,"Vishal, Shilpa, Rajesh, Manisha and Viraj"
audio/281474976884079_f2150_chunk_0.wav,My favorite quote is from a classic play
audio/281474976884079_f2150_chunk_1.wav,named A Woman of No Importance by Oscar Wilde. And the quote is that every saint has a past and every sinner has a future
audio/281474976884079_f2150_chunk_3.wav,So you get to choose
audio/281474976884079_f2150_chunk_4.wav,if your future
audio/281474976884079_f2150_chunk_5.wav,is that of a sinner or a saint.
audio/281474976884079_f3215_chunk_0.wav,My favorite quote is from a classic play named A Woman of No Importance by Oscar Wilde.
audio/281474976884079_f3215_chunk_1.wav,And the quote is that every saint has a past and every sinner has a future.
audio/281474976884079_f3215_chunk_2.wav,"in this world is perfect, nothing in this lifetime is forever, that everybody who starts"
audio/281474976884079_f3215_chunk_3.wav,"off somewhere, no matter how bad, that can always be changed for the good."
audio/281474976884079_f3215_chunk_4.wav,"Also, if you start good, that could also turn out bad."
audio/281474976884079_f3215_chunk_5.wav,So being a better person every single day is a choice that you make every single day.
audio/281474976884079_f3215_chunk_6.wav,So you get to choose if your future is that of a sinner or a saint.
audio/281474976884079_f3215_chunk_7.wav,The reason it resonates with me so much is because
audio/281474976884079_f3215_chunk_8.wav,it makes you understand that nothing
audio/281474976884082_f1806_chunk_0.wav,I have travelled solo to Europe where I backpacked across Europe for about 30 days covering places like Italy
audio/281474976884082_f1806_chunk_2.wav,"a solo trip to the mountains, that's Himachal Pradesh where I was part of a group of 38 people"
audio/281474976884082_f1806_chunk_3.wav,trekked up to Sarkondi Pass This was in the year 2012
audio/281474976884082_f1806_chunk_4.wav,"Both the experiences actually teach us a lot about life because out there in the open it's all about survival, honestly It's about what life has taught you all along that you make use of on those solo trips It's a lot of wisdom coming together It's a lot of fun and adventure but calculated risks"
audio/281474976884082_f3206_chunk_0.wav,I have travelled solo to Europe
audio/281474976884082_f3206_chunk_1.wav,where I backpacked across Europe for about 30 days
audio/281474976884082_f3206_chunk_10.wav,Both the experiences actually teach us a lot about life
audio/281474976884082_f3206_chunk_11.wav,because out there in the open
audio/281474976884082_f3206_chunk_12.wav,"it's all about survival, honestly and"
audio/281474976884082_f3206_chunk_13.wav,It's about what life has taught you all along
audio/281474976884082_f3206_chunk_14.wav,that you make use of on those solo trips
audio/281474976884082_f3206_chunk_15.wav,It's a lot of wisdom coming together
audio/281474976884082_f3206_chunk_16.wav,It's a lot of fun and adventure
audio/281474976884082_f3206_chunk_17.wav,but calculated risks
audio/281474976884082_f3206_chunk_2.wav,covering places like
audio/281474976884082_f3206_chunk_3.wav,Italy
audio/281474976884082_f3206_chunk_4.wav,"Barcelona, Madrid and Paris"
audio/281474976884082_f3206_chunk_5.wav,"Apart from international solo trips, I've also done"
audio/281474976884082_f3206_chunk_6.wav,"a solo trip to the mountains, that's Himachal Pradesh"
audio/281474976884082_f3206_chunk_7.wav,where in I was part of a group of 38 people
audio/281474976884082_f3206_chunk_8.wav,who trekked up to Sarkondi Pass
audio/281474976884082_f3206_chunk_9.wav,This was in the year 2012
audio/281474976884085_f2120_chunk_0.wav,"It's a well-known fact that India is a country of unity and diversity. Right from the number of states that make up the country to the number of districts that make up a state, there's diversity everywhere. In fact, a lot of comedians these days joke that every few kilometers that you travel in India, it's a different language."
audio/281474976884085_f3239_chunk_0.wav,It's a well-known fact that India is a country of unity and diversity.
audio/281474976884085_f3239_chunk_1.wav,Right from the number of states that make up the country
audio/281474976884085_f3239_chunk_10.wav,I think that's the first thing that would matter.
audio/281474976884085_f3239_chunk_11.wav,"Because just like you're born into a family without having a state,"
audio/281474976884085_f3239_chunk_12.wav,"you're also born into a community because of the place you live in,"
audio/281474976884085_f3239_chunk_13.wav,"because of the place you're raised in,"
audio/281474976884085_f3239_chunk_14.wav,and because of the place you choose to live your life.
audio/281474976884085_f3239_chunk_15.wav,"Apart from respect, I think the other reason why we coexist with one another"
audio/281474976884085_f3239_chunk_16.wav,is because we celebrate the differences instead of you know fine-combing
audio/281474976884085_f3239_chunk_17.wav,the disparities between communities.
audio/281474976884085_f3239_chunk_18.wav,So we celebrate these differences in various ways.
audio/281474976884085_f3239_chunk_19.wav,"I mean, you know Ganesh Utsav, which is the Ganpati festival,"
audio/281474976884085_f3239_chunk_2.wav,"to the number of districts that make up a state,"
audio/281474976884085_f3239_chunk_20.wav,we started to build a sense of community.
audio/281474976884085_f3239_chunk_21.wav,And I think we've carried that tradition forward
audio/281474976884085_f3239_chunk_22.wav,"wherein people of different communities, irrespective of the caste,"
audio/281474976884085_f3239_chunk_23.wav,"the religion, or the community, or the race that they belong to,"
audio/281474976884085_f3239_chunk_24.wav,all celebrate and participate in the festivities together.
audio/281474976884085_f3239_chunk_25.wav,So we could see a Muslim person participating in a Ganesh Utsav or a Diwali.
audio/281474976884085_f3239_chunk_26.wav,"We could see people of another religion celebrating Eid and eating sheer khurma,"
audio/281474976884085_f3239_chunk_27.wav,"which is, by the way, one of the most ordered items on Eid, on Zomata or Swiggy."
audio/281474976884085_f3239_chunk_28.wav,We could see people putting up a Christmas tree during Christmas
audio/281474976884085_f3239_chunk_29.wav,who are not even Catholic.
audio/281474976884085_f3239_chunk_3.wav,there's diversity everywhere.
audio/281474976884085_f3239_chunk_30.wav,I think that is how we celebrate the differences and
audio/281474976884085_f3239_chunk_31.wav,"Apart from this, we can celebrate it through dance and music, you know,"
audio/281474976884085_f3239_chunk_32.wav,where we don't have to have somebody who is born in Orissa
audio/281474976884085_f3239_chunk_33.wav,to only know Odia as a form of dance or Odissi as a form of dance.
